Protein	NodeType	ReferencePathway	SigPeptide1	SigPeptide2	SigPeptide3	SigPeptide4	SigPeptide5	SigPeptide6	InsigPeptide1	InsigPeptide2	InsigPeptide3	InsigPeptide4	InsigPeptide5	InsigPeptide6	InsigPeptide7	InsigPeptide8	InsigPeptide9	InsigPeptide10	
PPIG_HUMAN	InsigPrize	false							0, -0.084236, 0.203884, 0.209447, -0.160484, 0.203354, -0.162543, 0.168762									
PPIL4_HUMAN	Excluded	false							0, -0.281956, -0.153012, 0.204304, -0.217834, -0.211874, -0.258624, -0.060664									
PPR3D_HUMAN	InsigPrize	false							0, 0.348433, 0.717696, 0.803618, 0.207257, 0.366701, 0.578549, -0.227049	0, -0.137755, 0.226436, -0.056907, 0.026636, -0.015527, -0.035108, -0.067373								
PR38A_HUMAN	Excluded	false							0, -0.131223, 0.144051, -0.195928, -0.173959, -0.332426, -0.209311, 0.06471									
PRC2A_HUMAN	Excluded	false							0, 0.02732, -0.246582, -0.022199, -0.024393, -0.270737, 0.081982, -0.013192									
PRC2C_HUMAN	Excluded	false							0, -0.223794, -0.545826, -0.131014, -0.148726, 0.005329, 0.199872, 0.497524									
PRCC_HUMAN	Excluded	false							0, -0.295194, 0.158109, -0.27715, -0.146083, 0.217545, 0.109599, 0.584456									
PRP4B_HUMAN	InsigPrize	false							0, -0.747761, -0.373194, -0.714276, -0.685674, -0.418243, -0.073887, 0.206391	0, -1.015377, -0.612709, -0.866322, -1.072662, -0.621, -0.237471, -0.542879	0, 0.000507, -0.270519, -0.019277, 0.044582, 0.099664, 0.276065, 0.223454	0, 0.078066, 0.140512, 0.180572, -0.075216, -0.228866, 0.185789, 0.239501						
PRR12_HUMAN	Excluded	false							0, 0.110174, 0.124737, 0.174724, 0.226303, -0.144062, -0.12387, -0.10941									
PRSR2_HUMAN	Excluded	false							0, -0.05286, -0.032281, 0.038766, -0.222162, 0.127074, -0.21006, -0.350126									
PSA3_HUMAN	Excluded	false							0, 0.0378, 0.023033, 0.149089, -0.124518, -0.086876, 0.191088, 0.018999									
PSA5_HUMAN	Excluded	false							0, -0.441862, -0.444595, -0.523302, -0.462548, -0.194829, -0.244143, -0.27177									
PSIP1_HUMAN	InsigPrize	false							0, 0.650728, -0.012691, 0.775774, 0.138153, -0.085844, -0.050037, -0.368709	0, 0.08898, 0.214034, 0.167799, 0.006001, 0.217292, 0.205081, 0.041084	0, -0.110217, 0.314584, 0.038364, 0.025689, 0.07948, 0.228126, 0.214248							
PSMD1_HUMAN	Excluded	false							0, -0.299664, -0.174788, 0.030558, -0.080656, 0.033432, 0.133744, 0.320762									
PSME3_HUMAN	SigPrize	false	0, -0.342368, -0.235314, -0.26103, 0.279305, 0.663389, 0.926227, 1.758479															
PSMG1_HUMAN	Excluded	false							0, 0.016042, 0.364255, 0.017557, -0.09057, 0.127257, 0.039347, 0.054776									
PSRC1_HUMAN	Excluded	false							0, -0.32422, -0.377387, -0.468828, 0.241578, 0.405169, 0.237367, 0.161176									
PTN11_HUMAN	SigPrize	true	0, 2.144711, 1.649273, 2.486949, 1.895915, 1.515067, 1.114134, 0.333561	0, -0.507605, -0.670649, -0.328642, -0.256004, -0.010254, 0.477362, 0.729742	0, 1.676137, 1.236169, 0.95818, 0.874489, 0.739855, 0.554128, 0.310745				0, -0.180529, 0.064888, -0.264573, -0.004269, -0.169231, -0.121461, 0.086303	0, 1.810265, 1.476189, 2.23072, 1.720158, 1.31118, 0.971537, 0.183544								
PTN18_HUMAN	SigPrize	false	0, 1.826049, 1.020265, 0.592653, 0.213041, -0.195954, -0.012015, -0.357184															
PTN2_HUMAN	InsigPrize	false							0, -0.319779, -0.402479, -0.417197, -0.107527, -0.393541, -0.184302, -0.378778									
PTPRA_HUMAN	InsigPrize	false							0, -0.144374, -0.317423, -0.332385, -0.438509, -0.373031, -0.556971, -0.365031									
PTSS2_HUMAN	Excluded	false							0, -0.312864, 0.18442, -0.24481, -0.187633, -0.215079, -0.143009, -0.233393	0, -0.207254, -0.235232, -0.017513, -0.066113, -0.22726, -0.164368, -0.84573								
PUM1_HUMAN	Excluded	false							0, -0.369675, -0.223523, -0.270106, -0.498982, -0.000968, -0.14239, -0.979535									
PUR6_HUMAN	SigPrize	false	0, -0.350431, -0.430289, -0.413166, 0.049006, -0.035951, -0.525803, -0.522679															
PURB_HUMAN	Excluded	false							0, -0.248895, -0.133636, -0.460923, -0.175173, -0.506571, -0.352032, -0.395665									
PWP1_HUMAN	Excluded	false							0, -0.073875, 0.350349, -0.025377, -0.199707, -0.158073, 0.227051, -0.05482									
Q0D2I6_HUMAN	Excluded	false							0, -0.115181, -0.083663, 0.062478, 0.01035, 0.005438, 0.090651, -0.003564									
Q5T6U8_HUMAN	Excluded	false							0, -0.04515, -0.901371, -0.333797, -0.350279, -0.608494, -0.867612, -0.246272									
Q6DEN2_HUMAN	Excluded	false							0, -0.173918, -0.283825, 0.267946, 0.433252, 0.179601, 0.234502, 0.230451									
Q6FIE9_HUMAN	Steiner	false																
Q7Z3D7_HUMAN	Excluded	false							0, -0.175551, -0.176199, -0.06587, -0.158384, -0.009195, -0.086612, -0.338622									
Q96SA0_HUMAN	Excluded	false							0, -0.946958, -1.010065, -0.824554, -0.692921, -0.609254, -0.414453, 0.099711									
Q9UE24_HUMAN	Excluded	false							0, -0.693637, -0.710859, -0.937512, -0.523725, -0.741088, -0.340214, -0.098855									
RAB12_HUMAN	Excluded	false	0, -0.423942, -1.013198, -0.850552, -0.584613, -0.530389, -0.433976, -0.571235															
RAD50_HUMAN	InsigPrize	false							0, -0.906162, -0.66811, -0.997999, -0.78674, -0.424598, -0.59981, -0.007576	0, -0.012682, -0.925338, -0.193877, -0.508998, -0.37855, -0.69361, -0.522386								
RAM_HUMAN	Excluded	false							0, -0.209596, -0.387, -0.071424, -0.369404, -0.197725, -0.232464, 0.078366									
RANB3_HUMAN	InsigPrize	false							0, -0.126677, -0.067576, -0.143534, -0.025794, 0.004345, 0.044763, -0.198714	0, 0.04664, -0.024815, -0.148346, -0.103284, 0.101286, -0.034697, 0.089286								
RBM10_HUMAN	Excluded	false							0, -0.098262, 0.130162, 0.052892, -0.178481, 0.064061, 0.090082, 0.142214									
RBM15_HUMAN	InsigPrize	false							0, -0.141132, 0.426131, 0.081063, -0.189595, 0.186313, 0.01357, -0.211349									
RBM33_HUMAN	SigPrize	false	0, -0.176386, -0.721088, -0.327985, -0.24402, -0.223932, -0.398457, 0.171083						0, 0.181851, -0.008053, 0.238606, -0.338193, -0.024238, 0.045692, -0.040843	0, -0.009587, -0.187243, -0.265706, -0.237839, -0.068666, -0.018744, 0.005017	0, -0.146958, -0.65677, -0.17725, -0.141884, -0.232009, -0.155684, -0.03347	0, -0.060716, 0.111823, -0.063775, 0.242396, 0.362912, 0.293957, 0.237272						
RBM34_HUMAN	Excluded	false	0, 0.465275, 1.318821, 1.740015, 1.824182, 1.488943, 1.63939, 1.29725															
RBM39_HUMAN	Excluded	false							0, 0.068805, -0.153373, -0.249419, -0.061567, 0.062646, 0.028303, 0.569257									
RBM5_HUMAN	Excluded	false							0, 0.414642, 0.441448, 0.418253, -0.344963, 0.266156, 0.142894, -0.104514									
RBM8A_HUMAN	InsigPrize	false							0, 0.392853, 0.697573, 0.440936, -0.16838, 0.201723, 0.325933, 0.101957	0, -0.499722, 0.760819, -0.000337, 0.080023, -0.118425, 0.048371, 0.029645								
RBMX_HUMAN	Excluded	false							0, -0.418567, -0.364228, -0.50058, -0.40142, -0.429664, -0.217129, -0.376624									
RBP2_HUMAN	InsigPrize	false							0, -0.268151, 0.293463, -0.206135, -0.360822, -0.051971, 0.118196, 0.228815									
RB_HUMAN	Excluded	false							0, -0.214704, -0.321665, -0.197523, -0.188868, -0.097196, -0.239937, -0.109481	0, 0.005439, -0.146857, -0.317051, -0.202277, -0.287805, -0.347443, 0.017958								
RCOR1_HUMAN	Excluded	false							0, -0.282935, -0.190291, -0.486306, -0.388256, -0.356824, -0.357883, -0.159657									
REC8_HUMAN	InsigPrize	false							0, 0.083935, 0.033616, -0.081205, -0.110945, -0.06684, 0.036119, -0.861753									
RECQ4_HUMAN	Excluded	false	0, 0.318147, 0.646813, 1.304259, 1.301365, 1.27674, 1.156215, 0.921026															
RFC1_HUMAN	Excluded	false							0, 0.462698, -0.191997, 0.340365, -0.307585, 0.128247, 0.092959, 0.028583									
RFIP1_HUMAN	Excluded	false							0, -0.660614, -0.214042, -0.439289, -0.371074, 0.117267, 0.298879, -0.057787									
RGPA1_HUMAN	Excluded	false	0, -0.63297, -0.51315, -0.626019, -0.485344, -0.37249, -0.209039, 0.038386															
RHG17_HUMAN	Excluded	false							0, -0.59358, -0.797175, -0.6367, -0.361965, -0.533602, -0.779532, -0.51549	0, -0.253068, -0.030343, -0.538461, -0.386819, -0.355324, -0.118046, -0.092518								
RIF1_HUMAN	Excluded	false							0, 0.486351, 0.195952, 0.018504, -0.183122, 0.118254, 0.03623, -0.153978									
RL14_HUMAN	Excluded	false	0, -0.316785, -0.815653, -0.577933, -0.544493, -0.63196, -0.645786, -0.462697															
RL15_HUMAN	Excluded	false							0, -0.626453, -0.178841, -0.277176, -0.463326, -0.248711, 0.012195, -0.335228									
RL1D1_HUMAN	SigPrize	false	0, -0.373208, 0.668649, -0.271752, -0.295177, -0.180077, -0.151831, 0.07525															
RL35A_HUMAN	Excluded	false							0, -0.731866, -0.301146, -0.378879, -0.487687, -0.218604, -0.110504, -0.1616									
RLA1_HUMAN	SigPrize	false	0, 0.05802, -0.079096, -0.073173, -0.12023, 0.185008, 0.193872, 1.191533						0, -0.025974, -0.030625, -0.16639, -0.23192, -0.068643, -0.066113, 0.76162									
RN213_HUMAN	SigPrize	false	0, -0.361225, 0.671803, -0.498992, -0.243634, -0.059533, 0.011045, -0.020189															
RNF11_HUMAN	Steiner	false																
RNF31_HUMAN	Steiner	false																
ROA2_HUMAN	Excluded	false							0, -0.532426, 0.147437, 0.050361, 0.340617, 0.152268, 0.106777, 0.143073									
ROCK1_HUMAN	Excluded	false							0, -0.20002, -0.139164, 0.125715, -0.325856, 0.223714, 0.028482, -0.143046									
RPRD2_HUMAN	SigPrize	false	0, -0.352971, -0.656976, -0.239889, -0.334468, -0.720406, -0.599008, -0.105373						0, -0.070964, 0.304825, 0.366773, 0.022473, -0.035136, -0.053396, -0.344451	0, -0.154733, -0.432936, -0.521923, -0.301221, -0.27261, -0.332305, -0.1054								
RRAS2_HUMAN	InsigPrize	true							0, -0.697908, -0.804403, -0.464966, -0.348456, -0.501426, -0.398432, -0.439562									
RREB1_HUMAN	SigPrize	false	0, -0.038341, -0.577068, -0.372038, -0.455088, -0.202041, -0.453723, -0.326314															
RRP36_HUMAN	Excluded	false	0, 0.139262, -0.604754, -0.12868, -0.314328, -0.297208, -0.209468, -0.336579															
RS28_HUMAN	Excluded	false							0, -0.095876, 0.42099, 0.212945, -0.437246, -0.246015, -0.233921, -0.89949	0, 0.841547, 1.045903, 0.982339, 0.510092, 0.484413, 0.50367, -0.175099								
RSF1_HUMAN	Excluded	false							0, 0.182389, -0.301006, 0.084179, -0.089871, 0.341352, -0.07696, 0.375515	0, 0.158868, 0.004298, 0.049353, 0.090887, 0.245628, 0.224214, 0.047099	0, -0.372637, 0.099367, -0.040667, -0.02109, 0.008492, -0.066611, -0.089964							
RU17_HUMAN	SigPrize	false	0, -0.544835, -0.618569, -0.614806, -0.708847, -0.493734, -0.348227, 0.115301						0, -0.449019, 0.244492, -0.120424, 0.08195, -0.371684, -0.279499, -0.435632									
RUNX1_HUMAN	Steiner	false																
RUSD2_HUMAN	Excluded	false							0, -0.636537, -0.434211, -0.46473, -0.057818, -0.067226, -0.214191, -0.261375									
S38A2_HUMAN	Excluded	false							0, 0.030248, 0.273045, 0.333731, 0.618244, 0.065713, 0.21906, 0.758213									
S6A15_HUMAN	Excluded	false							0, -0.244408, -0.258344, -0.705574, -0.356509, -0.767118, -0.453739, -0.127847									
SAC31_HUMAN	Excluded	false							0, -0.073761, 0.085705, -0.217021, -0.167699, -0.082884, -0.026788, -0.009599									
SAMD1_HUMAN	Excluded	false							0, -0.115185, -0.182362, -0.311969, -0.048408, -0.148973, -0.283065, -0.370152									
SAT1_HUMAN	Steiner	false																
SC16A_HUMAN	Excluded	false							0, -0.422244, 0.136565, -0.152303, -0.004549, -0.256197, 0.034178, 0.371274									
SCAFB_HUMAN	Excluded	false							0, -0.341019, -0.200428, -0.761074, -0.343123, -0.306039, -0.526542, -0.131746									
SCAM3_HUMAN	SigPrize	false	0, 1.70223, 1.231154, 0.690138, 0.599166, 0.340934, 0.177739, -0.044851															
SCFD1_HUMAN	SigPrize	false	0, -0.392435, -0.73605, -0.666821, -0.452204, -0.394317, -0.539797, -0.460935															
SCG1_HUMAN	Steiner	false																
SCNM1_HUMAN	Excluded	false							0, -0.074728, -0.086093, -0.285481, -0.168359, -0.14515, -0.119953, 0.012143									
SCRIB_HUMAN	InsigPrize	false							0, -0.416339, -0.08663, 0.236033, 0.375876, 0.459907, 0.486531, 0.402188	0, 0.310804, 0.395497, 0.536758, 0.669698, 0.670503, 0.687634, 0.154548								
SDA1_HUMAN	Excluded	false							0, -0.014004, -0.038913, -0.268689, -0.320598, -0.287857, -0.180072, 0.16031									
SDE2_HUMAN	Excluded	false							0, -0.304951, -0.505543, -0.342439, -0.385405, -0.44852, -0.536143, -0.356471									
SENP3_HUMAN	InsigPrize	false							0, -0.286488, -0.359227, -0.591104, -0.027824, -0.012794, -0.118883, -0.106324									
SEPT2_HUMAN	Excluded	false							0, -0.010582, 0.130101, -0.078559, -0.200713, 0.091761, 0.167602, 0.375604	0, -0.142762, -0.121143, -0.333957, -0.241454, -0.164654, -0.257982, 0.068023								
SEPT9_HUMAN	Excluded	false							0, -0.401387, 0.218131, 0.234687, -0.075629, -0.215314, -0.043101, 0.099119									
SF01_HUMAN	Excluded	false	0, -0.180894, -0.79248, -0.094077, -0.266669, -0.474172, -0.565917, -0.464256															
SF3A1_HUMAN	Excluded	false							0, 0.031073, -0.06702, -0.080969, -0.000934, -0.002596, 0.218836, 0.343087									
SF3A3_HUMAN	Excluded	false							0, -0.547784, -1.133525, -0.305787, -0.895019, -0.767893, -0.343233, 0.122463									
SF3B1_HUMAN	Excluded	false							0, 0.520651, 0.284241, 0.505226, -0.057289, 0.506164, 0.289704, 0.096414	0, -0.180286, -0.446404, -0.350247, -0.288878, -0.164821, -0.078669, -0.462408								
SFR19_HUMAN	Excluded	false							0, -0.072321, -0.47597, -0.113239, -0.213404, -0.618025, -0.245285, -0.293212	0, 0.186496, 0.304267, 0.026214, 0.17725, 0.270788, 0.268369, 0.12226								
SG223_HUMAN	SigPrize	false	0, -0.06721, -0.276253, -0.816116, -0.475365, -0.491368, -0.115373, -0.233074	0, 0.323388, -0.651095, -0.383553, -0.749838, -1.010514, -0.25334, -0.443974														
SGTA_HUMAN	Excluded	false							0, 0.026914, 0.282624, 0.109481, 0.153258, 0.472976, 0.314417, 0.188841									
SH24A_HUMAN	Excluded	false							0, 0.335712, 0.338315, 0.496361, 0.217845, 0.072211, 0.017931, 0.162377									
SHC1_HUMAN	SigPrize	true	0, 1.768273, 1.453163, 1.783947, 1.652291, 1.63077, 1.255606, 0.891167	0, 1.900981, 1.87847, 1.595921, 1.518947, 1.218029, 0.833811, 0.29727	0, 1.611012, 1.515252, 1.59177, 1.639182, 1.496939, 1.212414, 1.018907													
SHIP2_HUMAN	SigPrize	true	0, 3.377187, 3.666973, 2.948299, 2.550473, 2.213122, 1.765637, 1.308853	0, 1.787733, 1.170273, 0.543703, 0.283463, 0.038588, -0.043618, -0.389834														
SIN3A_HUMAN	InsigPrize	true							0, -0.338092, 0.742962, -0.173705, -0.44345, -0.163976, -0.175889, 0.100801									
SIR1_HUMAN	Excluded	false							0, -0.383131, -0.0075, -0.36197, -0.220515, -0.204796, -0.201319, -0.448063	0, 0.114369, 0.327418, 0.41469, -0.105116, 0.048218, 0.048606, -0.029778								
SKA3_HUMAN	Excluded	false							0, 0.369509, 0.636325, 0.265193, 0.540835, 0.686037, 0.440553, 0.901423									
SMAG2_HUMAN	InsigPrize	false							0, 0.185987, 0.39295, 0.311694, 0.315563, 0.355962, 0.538812, 0.530953									
SMAP_HUMAN	Excluded	false							0, -0.094749, 0.673888, 0.194821, 0.112459, 0.628136, 0.592574, 0.890026	0, -0.298581, -0.049249, -0.28115, -0.12493, 0.086032, 0.09043, 0.078825								
SMC3_HUMAN	InsigPrize	false							0, -0.265926, -1.10881, -0.215511, -0.884324, -0.751322, -0.856983, -0.813947									
SMCA4_HUMAN	SigPrize	false	0, -0.270721, -0.827707, -0.163511, -0.302094, -0.261148, -0.436904, -0.215489															
SMN_HUMAN	Excluded	false							0, 0.088555, 0.032226, 0.554582, -0.129639, -0.069578, 0.244419, 0.432798									
SMRC1_HUMAN	Excluded	false							0, 0.022807, -0.151211, -0.124771, -0.00365, 0.036497, 0.248, 0.429917									
SMRCD_HUMAN	Excluded	false							0, -0.486835, -0.00302, -0.452998, -0.541752, -0.0048, -0.294563, -0.162108	0, -0.424909, -0.486561, -0.626918, -0.346522, -0.403909, -0.428775, -0.335145								
SNIP1_HUMAN	Excluded	false							0, -0.185042, -0.244564, 0.196671, 0.015681, -0.229259, 0.10319, -0.707154	0, 0.076471, 0.40532, -0.224301, -0.256684, -0.259237, 0.323612, -0.055566								
SNTB1_HUMAN	Excluded	false							0, -0.037983, -0.126216, -0.271144, -0.122643, -0.240412, -0.166789, -0.068188									
SNUT1_HUMAN	Excluded	false							0, -0.236914, -0.521543, -0.305589, -0.224807, -0.1945, -0.134864, 0.1005									
SNUT2_HUMAN	SigPrize	false	0, -0.193502, 0.493562, 0.183918, 0.099613, 0.015283, 0.009621, -0.173387						0, -0.174943, -0.018869, 0.324123, -0.584827, -0.471906, -0.577038, -0.314403	0, 0.254146, 0.507451, 0.539541, 0.07268, 0.46719, 0.341012, 0.371352								
SNX15_HUMAN	Excluded	false							0, -0.776833, -0.118409, -0.840055, -0.218357, -0.238527, -0.330168, -0.163888									
SO4C1_HUMAN	Excluded	false							0, -0.326977, 0.118795, -0.038592, 0.329153, -0.188083, 0.20099, 0.353902									
SON_HUMAN	Excluded	false							0, -0.30438, -0.051525, -0.539839, 0.027089, 0.032383, -0.128133, 0.406431	0, -0.420912, -0.27189, -0.140995, -0.032634, 0.158052, 0.166651, 0.093558	0, -0.113924, 0.084772, -0.33809, -0.129841, -0.334109, -0.129245, -0.013692							
SPB1_HUMAN	SigPrize	false	0, -0.2282, 0.045112, 0.497252, 0.540276, 0.41544, 0.099515, 0.039732															
SPF45_HUMAN	Excluded	false							0, -0.424156, 0.165273, 0.289226, -0.600825, -0.422888, -0.277536, -0.431602	0, 0.052801, 0.683091, 0.083385, -0.125829, -0.045086, 0.283267, 0.364982								
SPN90_HUMAN	InsigPrize	false							0, -0.141424, -0.641046, -0.273791, -0.41427, -0.550996, -0.05627, -0.13874									
SPTB2_HUMAN	Excluded	false							0, -0.41004, -0.250097, -0.640858, -0.222592, -0.15258, -0.186047, -0.031214	0, -0.184017, -0.281759, -0.159556, -0.221504, 0.239158, -0.242146, 0.139572								
SPTN1_HUMAN	Excluded	false							0, -0.52991, 0.203873, -0.500733, -0.322313, -0.34168, -0.388087, -0.464011									
SPY1_HUMAN	SigPrize	true	0, 1.208937, 1.154718, 1.537171, 1.417093, 0.841616, 0.158571, -0.242812															
SRP14_HUMAN	Excluded	false							0, -0.923882, -1.063193, -0.804414, -0.879803, -0.676372, -0.556872, -0.600729									
SRP72_HUMAN	Excluded	false							0, -0.451934, -0.043066, 0.295509, 0.531121, 0.596271, 0.699223, -0.097187									
SRPK2_HUMAN	Excluded	false							0, -0.377303, -0.494742, -0.608561, -0.262292, -0.249108, 0.181152, 0.250614									
SRRM1_HUMAN	SigPrize	false	0, -0.055473, -0.736617, -0.554125, -0.325954, -0.140111, -0.179381, 0.037246						0, -0.055263, -0.303373, 0.12659, -0.516473, -0.22319, -0.002873, 0.195598	0, -0.238219, -0.320404, -0.043042, -0.636285, -0.284967, -0.393787, -0.464331	0, 0.411246, 0.187272, 0.499837, 0.136153, -0.242775, -0.171564, -0.222796	0, 0.041575, 0.05048, -0.119421, -0.07821, 0.167909, -0.05523, -0.223583	0, 0.200907, -0.016801, 0.008435, 0.016983, -0.054693, 0.121947, -0.012624					
SRRM2_HUMAN	SigPrize	false	0, -0.263639, -0.064665, -0.240529, -0.269522, -0.346257, -0.485796, -0.705623	0, 0.200947, -0.630022, -1.268994, -1.77904, -1.90497, -1.534653, -1.558767					0, 0.175661, 0.251936, 0.070949, -0.224597, 0.015411, -0.103475, 0.049112	0, 0.07758, -0.3828, -0.158168, -0.036955, 0.007746, 0.010789, -0.081044	0, -0.343318, -0.794761, -0.147155, -0.945365, -0.841635, -0.723623, -1.296469	0, -0.41518, -0.344975, -0.178091, -0.497017, -0.296073, -0.44629, -0.657579	0, 0.369717, -0.507051, 0.310432, -0.142008, -0.179817, -0.009248, -0.355288	0, -0.439742, -0.629661, -0.568824, -0.268157, -0.435492, -0.158955, -0.125387	0, -0.160093, 0.169483, 0.01883, -0.264274, 0.017007, 0.301681, 0.264368	0, 0.531264, 0.744319, 0.290434, 0.241224, 0.030685, 0.181081, -0.125524	0, -0.493919, -0.156721, -0.348089, -0.249969, -0.297015, -0.096274, -0.15744	
SRS11_HUMAN	Excluded	false							0, -0.368418, 0.035652, 0.42116, 0.412388, 0.408317, 0.087786, 0.543404	0, 0.174557, 0.175948, 0.150364, -0.223118, -0.012604, 0.132079, -0.594062								
SRSF4_HUMAN	InsigPrize	false							0, 0.486598, -0.027336, 0.924064, -0.472903, -0.122621, 0.0426, -0.893226									
SRSF6_HUMAN	InsigPrize	false							0, -0.67809, 0.418815, -0.291894, 0.325168, 0.316391, 0.33748, 0.307634	0, 0.164086, -0.016012, 0.044485, -0.04627, 0.27256, 0.199198, 0.174303								
SSRP1_HUMAN	Excluded	false							0, -0.344099, -0.614194, -0.173981, -0.620072, -0.461994, -0.17408, -0.279534									
ST32C_HUMAN	Excluded	false							0, 0.308117, 0.587961, 0.387701, -0.148109, 0.132982, -0.029768, -0.195466									
STA5A_HUMAN	SigPrize	true	0, 1.450991, 1.412369, 2.338128, 2.483256, 1.892251, 1.040956, 0.340594															
STAM2_HUMAN	SigPrize	false	0, 0.780561, 1.445948, 3.04653, 2.398611, 1.286409, 0.266019, 0.156402						0, 0.310236, 0.495995, 0.726981, 0.47754, 0.172564, -0.063896, -0.228844									
STAT3_HUMAN	SigPrize	true	0, 0.961015, 0.753924, 0.614206, 0.663832, 0.177031, 0.148819, 0.106571															
STIP1_HUMAN	Excluded	false							0, -0.479991, -1.116737, -0.03959, -1.095858, -0.849092, -0.785049, -0.969811									
STK39_HUMAN	InsigPrize	false							0, -0.187264, 1.044181, 0.092279, -0.067435, 0.336519, 0.281191, 0.602439									
STML2_HUMAN	Excluded	false							0, -0.049039, 0.043498, -0.17648, 0.063143, -0.118172, 0.180619, 0.302817									
STMN1_HUMAN	SigPrize	false	0, -0.353785, -0.25307, -0.25966, -0.296196, 0.226168, 0.236263, 0.512117						0, -0.062673, 0.339646, -0.305413, -0.168401, -0.436435, 0.02723, 0.150182	0, -0.212138, 1.048632, 0.943946, 1.085603, 1.121083, 1.180697, 1.084455	0, 0.884539, 1.899601, 2.652547, 2.465189, 2.494769, 2.288624, 2.027262							
STRN3_HUMAN	Excluded	false							0, -0.187364, -0.056286, -0.196387, -0.114857, -0.328255, -0.227474, 0.200282	0, -0.29841, -0.779928, -0.093527, -0.881763, -0.341084, -0.11185, 0.229642								
STRN4_HUMAN	InsigPrize	false							0, -0.520005, -0.555948, -0.709461, -0.514685, -0.566767, -0.56611, -0.450979									
SUGP1_HUMAN	Excluded	false							0, -0.771909, -0.543729, -0.515802, -0.539068, -0.640419, -0.43322, -0.42517									
SUMO2_HUMAN	Steiner	false																
SUV91_HUMAN	Excluded	false							0, -0.368809, -0.517134, -0.444408, -0.262524, -0.294129, -0.001077, -0.099945									
SVIL_HUMAN	SigPrize	false	0, 0.00633, -0.294245, -0.178946, -0.171558, 0.003308, 0.022806, -0.081316						0, -0.09615, 0.024435, -0.035076, 0.101376, -0.025134, -0.038111, 0.040806									
SYHM_HUMAN	Excluded	false							0, -0.369962, 0.019173, -0.047015, -0.121843, -0.245549, -0.410271, -0.275931									
T22D4_HUMAN	InsigPrize	false							0, 0.619272, 0.76638, 0.537273, 0.217658, 0.334244, 0.478328, -0.018226									
T2FA_HUMAN	Excluded	false							0, -0.045762, 0.273615, 0.361321, 0.267016, 0.079598, -0.008637, 0.094837									
TAOK1_HUMAN	SigPrize	false	0, 0.514432, 0.124515, 0.88526, 0.657509, 0.159288, 0.076734, 0.313481						0, -0.169503, -0.007285, -0.221351, -0.090918, 0.077421, 0.080849, 0.209864									
TB10B_HUMAN	Excluded	false							0, -0.71598, -0.797367, -0.906052, -0.318999, 0.012723, -0.371952, -0.724676	0, -0.403936, -0.392703, -0.406784, -0.081028, -0.046398, -0.133441, -0.367542								
TB182_HUMAN	Excluded	false							0, -0.221354, 0.172217, -0.218106, 0.074508, 0.212408, 0.100132, -0.765335	0, 0.53887, 0.577148, -0.174283, 0.016445, 0.55397, 0.017958, 0.242021								
TBA1A_HUMAN	SigPrize	false	0, 0.943767, 0.551533, 0.556133, 0.374449, 0.454744, 0.242262, -0.031471															
TBCB_HUMAN	SigPrize	false	0, 0.935913, 0.640796, 0.541878, 0.349482, 0.109936, 0.175426, -0.505086															
TBCD1_HUMAN	Excluded	false							0, 0.129562, 0.659406, 0.232727, -0.075015, -0.009144, 0.178093, -0.083675									
TBCD4_HUMAN	Excluded	false							0, -0.134772, 0.532219, 0.235511, 0.406842, 0.438718, 0.378936, -0.465									
TCAL3_HUMAN	Excluded	false							0, -0.116147, 0.60337, 0.021478, -0.133817, 0.018674, 0.024253, 0.435342									
TCOF_HUMAN	SigPrize	false	0, -0.045893, -0.546393, -0.025212, -0.063958, -0.339923, -0.225003, -0.227921	0, -0.150891, -0.655539, -0.450961, -0.342642, -0.454762, -0.432415, -0.624516					0, -0.087869, -0.784014, -0.392991, -0.474101, -0.593458, -0.407997, -0.482303	0, -0.234187, -0.300145, -0.016855, -0.184106, -0.291903, -0.306245, -0.445772	0, -0.167691, -0.540646, -0.086628, -0.15623, -0.408746, -0.161454, -0.434866	0, -0.170338, -0.48719, -0.323608, -0.194236, -0.237922, -0.181988, -0.261222	0, -0.21729, -0.141993, -0.11566, -0.234463, -0.210715, -0.3173, -0.209636	0, -0.513214, -0.506055, -0.316078, -0.389622, -0.727577, -0.316078, -0.383817				
TCP4_HUMAN	SigPrize	false	0, -0.196345, 0.11618, -0.01053, -0.265894, -0.153718, -0.085505, 0.057351															
TE2IP_HUMAN	Excluded	true							0, -0.573658, -0.58577, -0.488008, -0.155231, -0.376014, -0.225354, 0.036858									
TEBP_HUMAN	Excluded	false							0, -0.036514, 0.231088, 0.005232, 0.204216, 0.131192, 0.043038, 0.319348	0, -0.128617, -0.223084, -0.37059, -0.122223, 0.07324, -0.056082, 0.018401								
TELO2_HUMAN	SigPrize	false	0, 0.056542, 0.090639, 1.68867, 0.300402, 0.254089, 0.165157, 0.452265															
TENC1_HUMAN	InsigPrize	false							0, -0.474981, -0.584268, -0.44736, -0.519301, -0.554651, -0.102232, 0.293094									
TF3C1_HUMAN	SigPrize	false	0, 0.262297, -0.488297, -0.58917, -1.029506, -1.273578, -0.96389, -1.108828															
TF3C4_HUMAN	Excluded	false							0, -0.280058, 0.063057, -0.105928, -0.370957, -0.009946, 0.0433, 0.328147									
TFDP1_HUMAN	Excluded	false							0, -0.129991, -0.438487, -0.256623, 0.019132, -0.14961, 0.098306, -0.277846									
